Path	Segment	Id	RR
./corpus_rs3/corpus/73.rs3	 введенную в действие в 1960-е годы	17	joint
./corpus_rs3/corpus/73.rs3	 и направленную на борьбу с бедностью;	18	joint
./corpus_rs3/corpus/73.rs3	 которые могли бы сократить преступность более эффективно,	20	elaboration
./corpus_rs3/corpus/73.rs3	 вместо этого в широких масштабах расходуются государством на строительство новых тюрем для заключения сотен тысяч мелких правонарушителей.	21	same-unit
./corpus_rs3/corpus/73.rs3	 При таком порочном круге преступлений, наказаний и отсутствия необходимых инвестиций на улучшение благосостояния бедных групп населения, нет ничего удивительного в том, что заселенность тюрем возросла до такой степени.	22	interpretation-evaluation
./corpus_rs3/corpus/73.rs3	 ##### Цифры, стоящие за этой расползающейся тюремной системой, исключительно впечатляющи.	23	preparation
./corpus_rs3/corpus/73.rs3	 (преобладают преступления, связанные с употреблением наркотиков и их продажей в небольших количествах)	26	elaboration
./corpus_rs3/corpus/73.rs3	 . Из расчета на тысячу жителей в США процент заключенных в пять раз выше, чем в Англии,	27	joint
./corpus_rs3/corpus/73.rs3	 в шесть раз выше, чем в Канаде,	28	joint
./corpus_rs3/corpus/73.rs3	 и в семь раз выше, чем в Германии.	29	joint
./corpus_rs3/corpus/73.rs3	 ##### Где-то около 10% афроамериканцев в возрасте от 20 до 30 лет проводят это время за решеткой.	30	joint
./corpus_rs3/corpus/73.rs3	 где единственного уголовного преступления достаточно для того, чтобы лишить преступника права участия в выборах,	32	elaboration
./corpus_rs3/corpus/73.rs3	 свыше четверти афроамериканцев мужского пола лишены гражданских прав.	33	same-unit
./corpus_rs3/corpus/73.rs3	 В столь сильно подвергаемой сомнению победе президента Буша на выборах, по-видимому, не последнюю роль сыграло то, что во Флориде проживает много людей, лишенных гражданских прав.	34	interpretation-evaluation
./corpus_rs3/corpus/73.rs3	 строительство которого поощрялось получающими от этого высокие доходы строительными компаниями и лоббистами профсоюзов тюремной охраны.	36	elaboration
./corpus_rs3/corpus/73.rs3	 Несколько штатов, и среди них Калифорния, тратят на тюрьмы больше, чем на высшее образование.	37	joint
./corpus_rs3/corpus/73.rs3	 (большинство криминалистов больше связывают это с демографией - просто в последнее время стало меньше молодых людей - чем с лишением свободы)	39	elaboration
./corpus_rs3/corpus/73.rs3	 Большая часть этого роста связана скорее с тем, что общественность ощущает воображаемую волну преступности, и с тем, как она воспринимает людей с «бандитской» внешностью, а также с реакцией политиков на периодически появляющиеся газетные заголовки об убийствах,	41	comparison
./corpus_rs3/corpus/73.rs3	 чем с каким-либо реальным уровнем преступности.	42	comparison
./corpus_rs3/corpus/73.rs3	 ##### Реальное число так называемых злостных преступлений на самом деле снизилось;	43	joint
./corpus_rs3/corpus/73.rs3	 среди тех, кто отбывает длительные сроки за решеткой, увеличилось число мелких хулиганов, наркоманов и душевно больных людей.	44	joint
./corpus_rs3/corpus/73.rs3	 В Америке сейчас в пять раз больше заключенных,	45	comparison
./corpus_rs3/corpus/73.rs3	 чем было в 1980 году.	46	comparison
./corpus_rs3/corpus/73.rs3	 ##### Одна из наиболее пугающих доработок - это распространение так называемых законов «Три судимости и ты вне игры».	47	preparation
./corpus_rs3/corpus/73.rs3	 за которую проголосовали граждане на референдуме 1993 года и которую привели в действие законодатели в 1994 году,	49	elaboration
./corpus_rs3/corpus/73.rs3	 ранее имевшего две судимости по серьезным обвинениям	51	joint
./corpus_rs3/corpus/73.rs3	 и признанного виновным в совершении любого третьего уголовного преступления.	52	joint
./corpus_rs3/corpus/73.rs3	 а именно: незначительные преступления связанные с наркотиками, кражи из автомобилей, мелкое мошенничество, кражи со взломом и вождение автомобиля в нетрезвом состоянии (даже нанесение граффити с размером ущерба 400 долларов и выше считается уголовным преступлением согласно новой классификации).	55	elaboration
./corpus_rs3/corpus/73.rs3	 ##### Один такой человек, Билли Очоа, пятидесятивосьмилетний наркоман со стажем, употребляющий героин, отбывает сейчас наказание в супермаксе (тюрьме особо строгого режима) сроком в общей сложности 326 лет за то, что мошенническим путем получил социальное пособие на сумму 2100 долларов.	56	joint
./corpus_rs3/corpus/73.rs3	 Поскольку Очоа за последние несколько десятилетий отбывал наказание за несколько грабежей со взломом,	57	cause-effect
./corpus_rs3/corpus/73.rs3	 то когда его поймали в Лос-Анджелесе за тем, что он мошенническим путем получал талоны на бесплатное питание и ночлег,	58	background
./corpus_rs3/corpus/73.rs3	 его дело в суде попало под действие закона о «трех судимостях»,	59	joint
./corpus_rs3/corpus/73.rs3	 согласно которому он должен отбывать заключение в одной самых строгих в Америке тюрем с очень строгим режимом содержания заключенных.	61	elaboration
./corpus_rs3/corpus/73.rs3	 Приговор, вынесенный Очоа, помимо того, что он нелепо жесток, может, в конечном счете, обойтись налогоплательщикам в миллион долларов.	62	interpretation-evaluation
./corpus_rs3/corpus/73.rs3	 Их кормят в своих камерах,	64	joint
./corpus_rs3/corpus/73.rs3	 только полчаса в день разрешают заниматься физическими упражнениями,	65	joint
./corpus_rs3/corpus/73.rs3	 не всегда позволяют смотреть телевизор	66	joint
./corpus_rs3/corpus/73.rs3	 и слушать радио,	67	joint
./corpus_rs3/corpus/73.rs3	 или даже приукрашать бетонные стены камер	68	joint
./corpus_rs3/corpus/73.rs3	 Америка, как могло до этого дойти?	70	interpretation-evaluation
./corpus_rs3/corpus/73.rs3	 ##### Сейчас, когда весь мир смотрит, как Америка сражается, защищая свои ценности, наступило время обратить внимание на эти крайности ее системы уголовного правосудия.	71	antithesis
./corpus_rs3/corpus/73.rs3	 Это трагедия, когда великая демократическая держава имеет такую уродливую и обширную систему тюрем, разрушающую ее репутацию и ее государственное устройство.	72	interpretation-evaluation
./corpus_rs3/corpus/9.rs3	 ##### Обамомания шагает по планете.	1	preparation
./corpus_rs3/corpus/9.rs3	 Люди самых разных национальностей нашли нового идола,	2	joint
./corpus_rs3/corpus/9.rs3	 а предприимчивые бизнесмены — отличный способ заработать на этом	3	joint
./corpus_rs3/corpus/9.rs3	 и остаться на плаву во время мирового финансового кризиса.	4	joint
./corpus_rs3/corpus/9.rs3	 — от лапши быстрого приготовления до футболок.	6	elaboration
./corpus_rs3/corpus/9.rs3	 Как сообщает газета The Telegraph,	7	attribution
./corpus_rs3/corpus/9.rs3	 что переводится как «Американский Обама».	9	elaboration
./corpus_rs3/corpus/9.rs3	 Теперь имя нового президента США красуется на ботинках, босоножках и сапогах.	10	joint
./corpus_rs3/corpus/9.rs3	 столице Судана,	12	elaboration
./corpus_rs3/corpus/9.rs3	 накануне инаугурации открылась парикмахерская имени Барака Обамы.	13	same-unit
./corpus_rs3/corpus/9.rs3	 В небольшом помещении на рынке Аль-Меркези цирюльник за несколько фунтов стрижет любого «под 44-го президента».	14	joint
./corpus_rs3/corpus/9.rs3	 ##### В Японии фабрика Ogawa Rubber Inc. произвела	15	joint
./corpus_rs3/corpus/9.rs3	 и уже распродала более 2,5 тыс. масок Обамы.	16	joint
./corpus_rs3/corpus/9.rs3	 На подходе еще тысяча экземпляров.	17	sequence
./corpus_rs3/corpus/9.rs3	 Причем новый «бестселлер» идет почти вровень по популярности с маской бывшего премьер-министра Японии Дзюнъитиро Коидзуми.	18	joint
./corpus_rs3/corpus/9.rs3	 Латексное лицо избранного президента США продается в магазинах Японии по цене примерно 2 тыс. иен (около 24 долларов).	19	joint
./corpus_rs3/corpus/9.rs3	 ##### В Израиле среди сувениров можно найти футболки с изображением нового хозяина Белого дома в образе ортодоксального еврея в кипе и с пейсами.	20	joint
./corpus_rs3/corpus/9.rs3	 Надпись на ней гласит:	21	attribution
./corpus_rs3/corpus/9.rs3	 ##### В столице Болгарии Софии на центральном открытом рынке с лотков торговцев разлетаются матрешки с изображением Обамы.	23	joint
./corpus_rs3/corpus/9.rs3	 Как пишет Esquire,	24	attribution
./corpus_rs3/corpus/9.rs3	 самой большой,	26	elaboration
./corpus_rs3/corpus/9.rs3	 президент держит в руках скипетр и державу,	27	same-unit
./corpus_rs3/corpus/9.rs3	 на второй — гармонь,	28	joint
./corpus_rs3/corpus/9.rs3	 на третьей — чарку,	29	joint
./corpus_rs3/corpus/9.rs3	 на четвертой — хлеб-соль,	30	joint
./corpus_rs3/corpus/9.rs3	 а на пятой — букет гладиолусов.	31	joint
./corpus_rs3/corpus/9.rs3	 ##### В США было запущено производство энергетического напитка под незатейливым названием «Обама».	32	joint
./corpus_rs3/corpus/9.rs3	 Он рекламируется как «первая газировка для всех, кому нужны позитивные перемены».	33	joint
./corpus_rs3/corpus/9.rs3	 Во время предвыборной кампании каждый покупатель упаковки из 24 банок жертвовал в предвыборный фонд Барака Обамы 1 доллар.	34	joint
./corpus_rs3/corpus/9.rs3	 В итоге кандидат от Демократической партии собрал около 640 млн долларов.	35	joint
./corpus_rs3/corpus/9.rs3	 ##### Американцы также наладили выпуск презервативов с лицом Обамы на упаковке.	36	joint
./corpus_rs3/corpus/9.rs3	 Представители компании-производителя заявляют:	37	attribution
./corpus_rs3/corpus/9.rs3	 «Сейчас нестабильные времена.	38	joint
./corpus_rs3/corpus/9.rs3	 Экономический рост замедлился.	39	joint
./corpus_rs3/corpus/9.rs3	 .. Но появились презервативы Obama,	40	joint
./corpus_rs3/corpus/9.rs3	 и	41	same-unit
./corpus_rs3/corpus/9.rs3	 для разнообразия	42	purpose
./corpus_rs3/corpus/9.rs3	 ##### А для тех, кто хочет «почувствовать истинный вкус демократии», продается гигиеническая помада «Барак».	44	joint
./corpus_rs3/corpus/9.rs3	 Попробовавшие утверждают,	45	attribution
./corpus_rs3/corpus/9.rs3	 Продукт был запущен после того, как в сентябре 2008 года Обама заявил:	47	attribution
./corpus_rs3/corpus/9.rs3	 «Если накрасить свинью губной помадой,	48	condition
./corpus_rs3/corpus/9.rs3	 намекая на лживую политику Маккейна и его напарницы Сары Пэйлин.	50	elaboration
./corpus_rs3/corpus/9.rs3	 Тогда Барака поспешили обвинить в сексизме,	51	contrast
./corpus_rs3/corpus/9.rs3	 но, по-видимому, это никак не отразилось на его популярности.	52	contrast
./corpus_rs3/corpus/9.rs3	 ##### Образ Обамы не только помогает заработать денег,	53	joint
./corpus_rs3/corpus/9.rs3	 но и вдохновляет некоторых на создание произведений искусства.	54	joint
./corpus_rs3/corpus/9.rs3	 Так, в Индии художник Дарла Нагесвара Рао создал портрет нового президента из 33 тыс. цветных наклеек.	55	joint
./corpus_rs3/corpus/9.rs3	 сообщает BBC.	57	attribution
./corpus_rs3/corpus/9.rs3	 на котором развлекаются скучающие офисные служащие,	59	elaboration
./corpus_rs3/corpus/9.rs3	 создал копию знаменитого портрета Барака Обамы.	60	same-unit
./corpus_rs3/corpus/9.rs3	 — 21 156 канцелярских кнопок и картонную доску.	62	elaboration
./corpus_rs3/corpus/9.rs3	 ##### Барак как произведение искусства с 15 января 2009 года обитает в лондонском Музее мадам Тюссо.	63	joint
./corpus_rs3/corpus/9.rs3	 Специально для нее был воссоздан уголок легендарного Овального кабинета.	64	joint
./corpus_rs3/corpus/9.rs3	 — говорится в пресс-релизе музея.	66	attribution
./corpus_rs3/corpus/9.rs3	 ##### Не остались равнодушными к славе Обамы и владельцы ювелирной компании в британском городе Бирмингем.	67	joint
./corpus_rs3/corpus/9.rs3	 Там выпустили памятную серебряную монету номиналом в 20 долларов с изображением Барака Обамы на фоне Белого дома.	68	joint
./corpus_rs3/corpus/9.rs3	 Более 300 экземпляров проданы.	69	joint
./corpus_rs3/corpus/9.rs3	 — из золота,	71	elaboration
./corpus_rs3/corpus/9.rs3	 каждая из которых обойдется поклоннику Обамы в 4 тыс. долларов.	72	elaboration
./corpus_rs3/corpus/9.rs3	 ##### Барак Обама — суперзвезда.	73	joint
./corpus_rs3/corpus/9.rs3	 — вне зависимости от цвета кожи, вероисповедания, национальности и рода занятий.	75	elaboration
./corpus_rs3/corpus/9.rs3	 Однако преклонение это имеет многовековую предысторию.	76	preparation
./corpus_rs3/corpus/9.rs3	 Любовь к царям, императорам, фараонам и прочим наместникам бога на земле правит умами человечества уже 4 тыс. лет.	77	joint
./corpus_rs3/corpus/9.rs3	 И особый внешний вид, специфический цвет кожи как был дополнительным фактором обожествления в праязыческие времена,	78	joint
./corpus_rs3/corpus/9.rs3	 так и остался сегодня.	79	joint
./corpus_rs3/corpus/9.rs3	 дающим бессмертие.	81	elaboration
./corpus_rs3/corpus/9.rs3	 Таким образом, люди с белой кожей среди темнокожих оказываются жертвой всеобщей жажды потустороннего.	82	joint
./corpus_rs3/corpus/9.rs3	 ##### 44-й президент США, конечно же, воспринимается миллионами людей как избранник, человек особой судьбы.	83	joint
./corpus_rs3/corpus/9.rs3	 И его африканское происхождение, темная кожа и экзотическое имя добавляют ему не просто шарма, а даже какой-то магической тайны в глазах суеверных поклонников.	84	joint
./corpus_rs3/corpus/8.rs3	 ##### Несмотря на то, что российский медиарынок на порядок отстаёт от американского,	1	concession
./corpus_rs3/corpus/8.rs3	 которая больше похожа на ту самую спасительную соломинку.	5	elaboration
./corpus_rs3/corpus/8.rs3	 ##### 13 июля Ассоциация распространителей печатной продукции (АРПП) совместно с медиа-агентством Jet-Co провели семинар «Перспективы электронных носителей информации на медиарынке России. iPad — новые возможности в индустрии СМИ и книгоиздании».	6	joint
./corpus_rs3/corpus/8.rs3	 Представители издательств, сопутствующих бизнесов и дистрибуторов прессы в интернете единодушно признали важность нового цифрового устройства и его перспективность для рынка.	7	joint
./corpus_rs3/corpus/8.rs3	 Их даже не смутило то, что пока, по приблизительным оценкам,	8	concession
./corpus_rs3/corpus/8.rs3	 — причём все условно нелегально:	10	background
./corpus_rs3/corpus/8.rs3	 Apple ещё не начала официальные продажи в нашей стране.	11	cause-effect
./corpus_rs3/corpus/8.rs3	 Поэтому отчаянные потребители везут планшеты из США сами	12	joint
./corpus_rs3/corpus/8.rs3	 или, на свой страх и риск, покупают у «серых» дистрибуторов втридорога.	13	joint
./corpus_rs3/corpus/8.rs3	 Интерес к iPad столь высок,	14	evidence
./corpus_rs3/corpus/8.rs3	 ##### Между тем, по определению председателя правления АРПП Александра Оськина,	16	attribution
./corpus_rs3/corpus/8.rs3	 как число устройств перевалит за 2 млн.	18	condition
./corpus_rs3/corpus/8.rs3	 Пока же, по предварительным прогнозам,	19	interpretation-evaluation
./corpus_rs3/corpus/8.rs3	 Рынок в США больше нашего раз в двадцать.	21	elaboration
./corpus_rs3/corpus/8.rs3	 А ведь именно массовость имеет ключевую роль при принятии издателями решения о выходе на новые платформы,	22	evidence
./corpus_rs3/corpus/8.rs3	 и пока рынок невелик, «айпадные» версии газет и журналов, скорее, носят имиджевый характер	23	joint
./corpus_rs3/corpus/8.rs3	 и имеют мало отношения к бизнесу.	24	joint
./corpus_rs3/corpus/8.rs3	 ##### Между тем нужно понимать,	25	elaboration
./corpus_rs3/corpus/8.rs3	 что мега-популярная новинка от Apple ценна не только сама по себе,	26	background
./corpus_rs3/corpus/8.rs3	 но и как катализатор рынка для нового поколения цифровых устройств,	27	same-unit
./corpus_rs3/corpus/8.rs3	 позволяющих читать книги и прессу,	28	joint
./corpus_rs3/corpus/8.rs3	 сёрфить в интернете, играть в цифровые игры	29	joint
./corpus_rs3/corpus/8.rs3	 и развлекаться всеми возможными способами	30	joint
./corpus_rs3/corpus/8.rs3	 — и делать это всё вместе или по отдельности.	31	joint
./corpus_rs3/corpus/8.rs3	 В 2010— 11 годах на рынок выйдет ещё не один планшет,	32	same-unit
./corpus_rs3/corpus/8.rs3	 в том числе весьма ожидаемый — от Samsung	33	same-unit
./corpus_rs3/corpus/8.rs3	 ##### Часть новых планшетов будет дешевле Apple	35	elaboration
./corpus_rs3/corpus/8.rs3	 (самые радужные прогнозы дают, как всегда, китайцы, которые не упустят возможности завоевать и рынок «айпадов»)	36	contrast
./corpus_rs3/corpus/8.rs3	 , однако не настолько, чтобы быть сразу же раскупленными потребителями,	37	same-unit
./corpus_rs3/corpus/8.rs3	 которые «пожадничали» и не потратились на устройства первой волны.	38	same-unit
./corpus_rs3/corpus/8.rs3	 До тех пор, пока цена на новые устройства не опуститься ниже 300 долларов, а в идеале — до 99,	39	cause-effect
./corpus_rs3/corpus/8.rs3	 они не станут товарами первой необходимости,	40	joint
./corpus_rs3/corpus/8.rs3	 а значит — будут восприниматься издателями только как приятный «бантик» на огромной коробке с печатными изданиями.	41	joint
./corpus_rs3/corpus/8.rs3	 Ситуация, по словам Александра Оськина,	42	attribution
./corpus_rs3/corpus/8.rs3	 ##### Результаты опроса, проведённого авторитетным в США интернет-ресурсом Mashable, показали,	44	attribution
./corpus_rs3/corpus/8.rs3	 что прежде всего пользователи считают iPad дорогой игрушкой	45	cause-effect
./corpus_rs3/corpus/8.rs3	 чтобы играть	47	joint
./corpus_rs3/corpus/8.rs3	 и развлекаться с его помощью.	48	joint
./corpus_rs3/corpus/8.rs3	 В то же время он сочетает в себе такое количество функций,	49	elaboration
./corpus_rs3/corpus/8.rs3	 что это позволяет утверждать: iPad — не уникальный технологический продукт,	50	contrast
./corpus_rs3/corpus/8.rs3	 а хорошо продуманный и конъюнктурный, следующий основным трендам,	51	contrast
./corpus_rs3/corpus/8.rs3	 которые будут определять медиа-потребление в течение ближайших 5—10 лет.	52	elaboration
./corpus_rs3/corpus/8.rs3	 По прогнозам экспертов,	54	attribution
./corpus_rs3/corpus/8.rs3	 мобильные приложения к 2012 году будут пользоваться большей популярностью, чем сайты СМИ.	55	joint
./corpus_rs3/corpus/8.rs3	 Инфотейнмент — гибрид развлечения и новостной информации,	56	elaboration
./corpus_rs3/corpus/8.rs3	 ##### В итоге, это позволяет говорить о том,	58	elaboration
./corpus_rs3/corpus/8.rs3	 Теперь читать электронную газету можно лёжа на диване — и, казалось бы, что тут особенного?	60	interpretation-evaluation
./corpus_rs3/corpus/8.rs3	 Но вот первые исследования показали,	61	elaboration
./corpus_rs3/corpus/8.rs3	 что если обычно информационный сайт читают на протяжении нескольких минут,	62	contrast
./corpus_rs3/corpus/8.rs3	 то iPad — час!	63	contrast
./corpus_rs3/corpus/8.rs3	 И вот этот факт действительно позволяет говорить о том,	64	elaboration
./corpus_rs3/corpus/8.rs3	 До сих пор, с момента развития интернета, веб-сёрфинг в массовом порядке заменял потребление медиа-контента.	66	joint
./corpus_rs3/corpus/8.rs3	 ##### Однако для того, чтобы цифровой контент был доступен пользователям,	67	purpose
./corpus_rs3/corpus/8.rs3	 о которой уже писал «Часкор», а также AppStore, Android Market и Nokia OviStore, то есть магазины мобильных приложений.	70	elaboration
./corpus_rs3/corpus/8.rs3	 Пока что такие киоски выступают лишь как дополнение к другим каналам распространения	71	condition
./corpus_rs3/corpus/8.rs3	 По приблизительным расчётам, с момента запуска AppStore заработал 428 млн долларов,	73	joint
./corpus_rs3/corpus/8.rs3	 данных по выручке СМИ на платформе планшетов пока нет.	74	joint
./corpus_rs3/corpus/8.rs3	 ##### Чтобы наладить бизнес в приложениях,	75	purpose
./corpus_rs3/corpus/8.rs3	 Однако «входной билет» в систему стоит 1 млн долларов.	77	contrast
./corpus_rs3/corpus/8.rs3	 Впрочем, столь высокая цена не отпугнула рекламодателей:	78	elaboration
./corpus_rs3/corpus/8.rs3	 ##### Именно интерес рекламодателей и позволяет надеяться,	80	elaboration
./corpus_rs3/corpus/8.rs3	 По данным генерального директора агентства Mosaic Игоря Пискунова,	82	attribution
./corpus_rs3/corpus/8.rs3	 Самыми активными группами рекламодателей будут телекомщики, FMCG, авто-производители, виноделы, фармацевты и модные товары.	84	contrast
./corpus_rs3/corpus/8.rs3	 поскольку и отдача пока невелика.	86	cause-effect
./corpus_rs3/corpus/72.rs3	 ##### Кремль опять провоцирует Запад в связи с долгим и болезненным процессом предоставления формальной независимости Косово.	1	antithesis
./corpus_rs3/corpus/72.rs3	 В отличие от скандала с американской системой противоракетной обороны в Европе, этот конфликт не подает признаков урегулирования	2	joint
./corpus_rs3/corpus/72.rs3	 и угрожает еще больше осложнить и без того нелегкие отношения между Россией и Западом.	3	joint
./corpus_rs3/corpus/72.rs3	 ##### Россия постоянно ставила палки в колеса усилиям Запада, направленным на создание независимого Косово.	4	antithesis
./corpus_rs3/corpus/72.rs3	 После года переговоров между Сербией и Косово Кремль отклонил приведенные в докладе посредника ООН рекомендации о предоставлении Косово контролируемой независимости,	5	joint
./corpus_rs3/corpus/72.rs3	 не позволил Совету Безопасности принять этот доклад	6	joint
./corpus_rs3/corpus/72.rs3	 - даже после того, как компромисс стал невозможным.	8	elaboration
./corpus_rs3/corpus/72.rs3	 ##### Три недели тому назад в Совете Безопасности ООН Россия опять настаивала на том, что любое соглашение требует одобрения Сербии и Косово	9	joint
./corpus_rs3/corpus/72.rs3	 и что необходимы дальнейшие переговоры.	10	joint
./corpus_rs3/corpus/72.rs3	 Россия прекрасно понимает, что такие переговоры будут безрезультатными,	11	contrast
./corpus_rs3/corpus/72.rs3	 что, по-видимому, является главной целью Путина.	13	interpretation-evaluation
./corpus_rs3/corpus/72.rs3	 Дальнейшее промедление может также привести к вспышке насилия в Косово	14	joint
./corpus_rs3/corpus/72.rs3	 и подорвать международную поддержку независимости.	15	joint
./corpus_rs3/corpus/72.rs3	 ##### Ненависть, которую Путин питает к 'раболепным' отношениям с Западом ельцинской эпохи, подогревает его сопротивление.	16	joint
./corpus_rs3/corpus/72.rs3	 Но промедление со стороны Запада в решении вопроса о статусе Косово позволила этому сопротивлению набрать силу.	17	joint
./corpus_rs3/corpus/72.rs3	 Многие утверждали,	19	attribution
./corpus_rs3/corpus/72.rs3	 но в конечном счете не станет чинить препятствий независимости.	21	contrast
./corpus_rs3/corpus/72.rs3	 Сегодня, в последнюю минуту Россия остается верна своей обструкционистской позиции,	22	joint
./corpus_rs3/corpus/72.rs3	 а президентские выборы в марте, скорее всего, только усилят антизападные настроения.	23	joint
./corpus_rs3/corpus/72.rs3	 ##### Так что же может сделать Путин,	24	antithesis
./corpus_rs3/corpus/72.rs3	 как они сегодня планируют?	26	elaboration
./corpus_rs3/corpus/72.rs3	 (их попытка в 1999 году высадить войска в аэропорту Приштины закончилась полным фиаско)	28	elaboration
./corpus_rs3/corpus/72.rs3	 , но у него есть ряд альтернатив, которые должны заставить Запад задуматься.	29	joint
./corpus_rs3/corpus/72.rs3	 ##### Поддержка Кремля способствовала националистической непримиримости Сербии в отношении Косово.	30	antithesis
./corpus_rs3/corpus/72.rs3	 По словам России,	31	attribution
./corpus_rs3/corpus/72.rs3	 она не даст Сербии карт-бланш,	32	joint
./corpus_rs3/corpus/72.rs3	 но, скорее всего, поддержит усилия сербского правительства по изоляции и дестабилизации независимого Косово.	33	joint
./corpus_rs3/corpus/72.rs3	 ##### Тогда как сама Сербия выступала против разделения Косово,	34	joint
./corpus_rs3/corpus/72.rs3	 Россия может поддержать предложение Сербии об отделении населенного сербами севера территории,	35	cause-effect
./corpus_rs3/corpus/72.rs3	 и может спровоцировать раздел Сербии, Боснии и Македонии.	37	joint
./corpus_rs3/corpus/72.rs3	 даже если это снова дестабилизирует Балканы.	39	concession
./corpus_rs3/corpus/72.rs3	 ##### Россия, конечно же, продолжит свои дипломатические усилия, направленные на то, чтобы убедить мир, что переговоры являются единственным путем решения проблемы, и что она не может быть решена вне ООН.	40	joint
./corpus_rs3/corpus/72.rs3	 Это найдет поддержку у многих стран-членов ООН, включая государства, имеющие крупные недовольные национальные меньшинства.	41	joint
./corpus_rs3/corpus/72.rs3	 Провозглашение независимости Косово, скорее всего, приведет к аналогичному провозглашению независимости со стороны отколовшегося от Грузии региона - Абхазии, которую Россия вполне может признать.	43	interpretation-evaluation
./corpus_rs3/corpus/72.rs3	 Если Грузия предпримет военные действия,	44	condition
./corpus_rs3/corpus/72.rs3	 чтобы предотвратить это,	45	purpose
./corpus_rs3/corpus/72.rs3	 ##### В то время как США и ЕС не хотят осложнения отношений с Россией,	47	condition
./corpus_rs3/corpus/72.rs3	 они не должны отступать перед лицом упорства России;	48	joint
./corpus_rs3/corpus/72.rs3	 на карту поставлен вопрос безопасности Европы.	49	joint
./corpus_rs3/corpus/72.rs3	 Но они также должны продолжать усилия по предотвращению конфронтации с Россией на всех фронтах.	50	joint
./corpus_rs3/corpus/72.rs3	 ##### Запад должен дать ясно понять Сербии,	51	attribution
./corpus_rs3/corpus/72.rs3	 Дополнительное присутствие войск НАТО, помимо запланированной миссии ЕС, для контроля независимости Косово было бы очень кстати.	53	interpretation-evaluation
./corpus_rs3/corpus/72.rs3	 ##### Путинская Россия, не придающая большого значения власти закона, преподносит свои дипломатические усилия под маской соблюдения норм международного права, в частности резолюции 1244 Совета Безопасности ООН,	54	antithesis
./corpus_rs3/corpus/72.rs3	 чтобы ослабить аргументы России,	56	joint
./corpus_rs3/corpus/72.rs3	 а также напомнить миру о том, что произошло в Косово.	57	joint
./corpus_rs3/corpus/72.rs3	 как на том настаивают Россия и Сербия;	59	elaboration
./corpus_rs3/corpus/72.rs3	 не исключает она и независимость Косово.	60	comparison
./corpus_rs3/corpus/72.rs3	 Действительно, любой благоразумный человек, прочтя эту резолюцию, особенно в контексте конфликтов на Балканах в течение последних двух десятилетий, признал бы, что независимость Косово отвечает целям резолюции и сохранения контроля ООН над этой провинцией на протяжении последних восьми лет.	61	interpretation-evaluation
./corpus_rs3/corpus/72.rs3	 ##### Что касается Абхазии, то Запад должен отметить уникальный характер Косово	62	joint
./corpus_rs3/corpus/72.rs3	 и подчеркнуть колоссальные усилия, прилагаемые им там с 1999 года.	63	joint
./corpus_rs3/corpus/72.rs3	 Мир должен дать ясно понять, что военное вмешательство России в Абхазии неприемлемо, одновременно удерживая правительство Грузии от военного реагирования на любую провокацию.	64	joint
./corpus_rs3/corpus/72.rs3	 ##### То, как Россия отреагирует на поддержку Западом предстоящего провозглашения независимости Косово, станет проверкой нашего прогресса со времен холодной войны.	65	joint
./corpus_rs3/corpus/72.rs3	 Посредством осторожного управления процессом независимости Косово и стараний улучшить отношения с Россией Запад может смягчить самые тяжелые последствия этой конфронтации.	66	joint
./corpus_rs3/corpus/72.rs3	 В любом случае, новая холодная война может стать немного холоднее.	67	interpretation-evaluation
./corpus_rs3/corpus/66.rs3	 ##### В отчаянном стремлении удержать власть,	1	purpose
./corpus_rs3/corpus/66.rs3	 Первез Мушарраф отверг конституционную систему Пакистана	2	joint
./corpus_rs3/corpus/66.rs3	 и объявил	3	attribution
./corpus_rs3/corpus/66.rs3	 Его цель?	5	solutionhood
./corpus_rs3/corpus/66.rs3	 Искусно, хотя и бессовестно, он попытался оправдать данное действие стремлением установить стабильность	7	joint
./corpus_rs3/corpus/66.rs3	 и начать более эффективную борьбу с терроризмом.	8	joint
./corpus_rs3/corpus/66.rs3	 Если судить по пакистанской истории,	10	condition
./corpus_rs3/corpus/66.rs3	 свергнув законно избранное правительство	13	joint
./corpus_rs3/corpus/66.rs3	 и объявив	14	attribution
./corpus_rs3/corpus/66.rs3	 думая, что он сможет что-то изменить.	17	cause-effect
./corpus_rs3/corpus/66.rs3	 поскольку он согласился уничтожить Талибан	19	joint
./corpus_rs3/corpus/66.rs3	 и поддержать войну с терроризмом, возглавляемую Соединёнными Штатами.	20	joint
./corpus_rs3/corpus/66.rs3	 ##### Мушарраф пресёк деятельность некоторых воинственных группировок религиозных фанатиков, действовавших на территории Пакистана, а также группировок, нападавших на индийские войска в Кашмире.	21	cause-effect
./corpus_rs3/corpus/66.rs3	 Стараясь подтвердить свои союзнические намерения,	23	purpose
./corpus_rs3/corpus/66.rs3	 Результаты данных операций против Талибана и Аль-Каеды оказались неоднозначными.	25	elaboration
./corpus_rs3/corpus/66.rs3	 ##### Хотя США рассматривали Мушаррафа как сторонника изменений,	26	concession
./corpus_rs3/corpus/66.rs3	 он так и не добился политической легитимности в стране,	27	joint
./corpus_rs3/corpus/66.rs3	 а его политика считалась изобилующей противоречиями.	28	joint
